seasonEpisode,speaker,lineCount,wordCount
S3E10,Maester Aemon,7,106
S3E10,Meera Reed,9,57
S3E10,Melisandre,8,101
S3E10,Missandei,2,27
S3E10,Night's Watch Guard,1,2
S3E10,Podrick Payne,2,21
S3E10,Pypar,1,7
S3E10,Ramsay Snow,6,144
S3E10,Roose Bolton,8,90
S3E10,Samwell Tarly,24,328
S3E10,Sandor Clegane,3,25
S3E10,Sansa Stark,11,123
S3E10,Shae,9,95
S3E10,Shireen Baratheon,6,65
S3E10,Stannis Baratheon,13,174
S3E10,Theon Greyjoy,6,17
S3E10,Todder,1,2
S3E10,Tyrion Lannister,39,472
S3E10,Tywin Lannister,17,300
S3E10,Walder Frey,8,199
S3E10,Yara Greyjoy,4,74
S3E10,Ygritte,1,5
S3E10,Yunkai Child,1,1
S3E10,Yunkai Crowd,3,17
S3E10,Yunkai Man,1,1
S3E2,Anguy,6,66
S3E2,Arya Stark,20,155
S3E2,Bran Stark,21,120
S3E2,Brienne of Tarth,21,128
S3E2,Brotherhood Men,3,3
S3E2,Catelyn Stark,11,300
S3E2,Cersei Lannister,8,110
S3E2,Eddard Stark,1,10
S3E2,Eddison Tollett,3,26
S3E2,Gendry,8,69
S3E2,Grenn,7,29
S3E2,Handmaiden,1,2
S3E2,Hodor,2,2
S3E2,Hot Pie,4,54
S3E2,Jaime Lannister,27,564
S3E2,Jeor Mormont,4,40
S3E2,Joffrey Baratheon,27,289
S3E2,Jojen Reed,16,163
S3E2,Jon Snow,6,19
S3E2,King's Landing Guard,2,9
S3E2,King's Landing Tailor,1,3
S3E2,Locke,3,54
S3E2,Loras Tyrell,5,48
S3E2,Mance Rayder,8,159
S3E2,Margaery Tyrell,24,322
S3E2,Master Torturer,9,41
S3E2,Meera Reed,4,31
S3E2,Olenna Tyrell,14,452
S3E2,Orell,2,8
S3E2,Osha,14,153
S3E2,Ramsay Snow,2,13
S3E2,Rast,8,114
S3E2,Rickard Karstark,8,77
S3E2,Riverlands Traveller,4,60
S3E2,Robb Stark,14,130
S3E2,Roose Bolton,2,11
S3E2,Samwell Tarly,4,17
S3E2,Sandor Clegane,2,18
S3E2,Sansa Stark,19,190
S3E2,Shae,23,173
S3E2,Stark Soldier,1,2
S3E2,Talisa Maegyr,11,80
S3E2,Theon Greyjoy,12,137
S3E2,Thoros Of Myr,24,357
S3E2,Tormund Giantsbane,1,4
S3E2,Tyrell Servant,1,10
S3E2,Tyrion Lannister,17,235
S3E2,Ygritte,1,6
S3E3,Anguy,3,33
S3E3,Arya Stark,11,57
S3E3,Barristan Selmy,7,92
S3E3,Bolton Soldier,3,39
S3E3,Bolton Soldier #1,1,5
S3E3,Bolton Soldier #2,1,2
S3E3,Bolton Soldier #3,1,5
S3E3,Bolton Soldiers,1,32
S3E3,Brienne of Tarth,9,103
S3E3,Bronn,18,161
S3E3,Brotherhood Man,2,7
S3E3,Brynden Tully,8,187
S3E3,Catelyn Stark,4,128
S3E3,Cersei Lannister,1,11
S3E3,Craster,6,161
S3E3,Craster's Wife #1,1,10
S3E3,Craster's Wife #2,1,9
S3E3,Craster's Wife #3,1,16
S3E3,Daenerys Targaryen,22,255
S3E3,Eddison Tollett,1,10
S3E3,Edmure Tully,11,122
S3E3,Gendry,5,26
S3E3,Gilly,1,6
S3E3,Grand Maester Pycelle,2,14
S3E3,Greizhen Mo Ullhor,1,4
S3E3,Hot Pie,8,70
S3E3,Jaime Lannister,23,395
S3E3,Jeor Mormont,3,14
S3E3,Jon Snow,3,21
S3E3,Jorah Mormont,10,191
S3E3,Kraznys Mo Nakloz,10,78
S3E3,Locke,18,234
S3E3,Lord Varys,2,46
S3E3,Mance Rayder,7,166
S3E3,Marei,1,9
S3E3,Martyn Lannister,5,31
S3E3,Master Torturer,3,24
S3E3,Melisandre,9,91
S3E3,Missandei,19,236
S3E3,Orell,2,8
S3E3,Petyr Baelish,12,143
S3E3,Podrick Payne,10,37
S3E3,Ramsay Snow,5,47
S3E3,Robb Stark,11,150
S3E3,Ros,1,6
S3E3,Samwell Tarly,1,1
S3E3,Sandor Clegane,3,42
S3E3,Stannis Baratheon,9,78
S3E3,Talisa Maegyr,5,46
S3E3,The Hold Steady,1,150
S3E3,Theon Greyjoy,6,50
S3E3,Thoros Of Myr,4,44
S3E3,Tormund Giantsbane,3,11
S3E3,Tyrion Lannister,40,629
S3E3,Tywin Lannister,6,144
S3E3,Ygritte,1,6
S3E4,Anguy,3,54
S3E4,Arya Stark,5,53
S3E4,Beric Dondarrion,9,170
S3E4,Bolton Soldier,3,19
S3E4,Bran Stark,4,15
S3E4,Brienne of Tarth,7,109
S3E4,Brotherhood Soldier,2,5
S3E4,Catelyn Stark,4,32
S3E4,Cersei Lannister,20,233
S3E4,Craster,8,139
S3E4,Daenerys Targaryen,7,85
S3E4,Eddison Tollett,5,43
S3E4,Gendry,2,7
S3E4,Gilly,8,78
S3E4,Grenn,6,75
S3E4,Jaime Lannister,5,32
S3E4,Jeor Mormont,10,102
S3E4,Joffrey Baratheon,6,118
S3E4,Jojen Reed,2,9
S3E4,Karl Tanner,6,59
S3E4,King's Landing Crowd,3,19
S3E4,King's Landing Man,3,6
S3E4,King's Landing Woman,2,4
S3E4,Kraznys Mo Nakloz,5,31
S3E4,Locke,3,51
S3E4,Lord Varys,37,802
S3E4,Margaery Tyrell,15,400
S3E4,Missandei,3,80
S3E4,Night's Watch Men,1,6
S3E4,Olenna Tyrell,26,497
S3E4,Ramsay Snow,12,182
S3E4,Rast,12,186
S3E4,Ros,11,105
S3E4,Samwell Tarly,9,57
S3E4,Sandor Clegane,15,226
S3E4,Sansa Stark,10,79
S3E4,Theon Greyjoy,12,243
S3E4,Thoros Of Myr,7,67
S3E4,Tyrell Lady,1,5
S3E4,Tyrion Lannister,8,93
S3E4,Tywin Lannister,10,118
S3E5,Anguy,1,10
S3E5,Arya Stark,22,148
S3E5,Barristan Selmy,13,235
S3E5,Beric Dondarrion,14,151
S3E5,Bolton Crowd,1,2
S3E5,Bolton Soldier #1,1,3
S3E5,Bolton Soldier #2,1,4
S3E5,Brienne of Tarth,9,51
S3E5,Brotherhood Man,1,2
S3E5,Brotherhood Men,3,26
S3E5,Catelyn Stark,2,20
S3E5,Cersei Lannister,14,161
S3E5,Daenerys Targaryen,5,63
S3E5,Davos Seaworth,10,76
S3E5,Edmure Tully,3,55
S3E5,Gendry,8,107
S3E5,Grey Worm,3,47
S3E5,Jaime Lannister,17,583
S3E5,Jon Snow,19,148
S3E5,Jorah Mormont,15,235
S3E5,Karstark Lookout,2,26
S3E5,Locke,3,19
S3E5,Loras Tyrell,6,43
S3E5,Margaery Tyrell,2,28
S3E5,Martyn Lannister,2,12
S3E5,Missandei,2,29
S3E5,Olenna Tyrell,13,261
S3E5,Olyvar,7,49
S3E5,Orell,6,52
S3E5,Petyr Baelish,16,173
S3E5,Podrick Payne,1,3
S3E5,Qyburn,6,87
S3E5,Rickard Karstark,9,156
S3E5,Robb Stark,19,344
S3E5,Roose Bolton,5,88
S3E5,Sandor Clegane,4,33
S3E5,Sansa Stark,9,90
S3E5,Selyse Baratheon,9,175
S3E5,Shireen Baratheon,18,328
S3E5,Stannis Baratheon,14,87
S3E5,Talisa Maegyr,9,74
S3E5,Thoros Of Myr,17,236
S3E5,Tormund Giantsbane,4,44
S3E5,Tyrion Lannister,26,266
S3E5,Tywin Lannister,20,318
S3E5,Willem Lannister,1,4
S3E5,Ygritte,13,216
S3E6,Anguy,10,120
S3E6,Arya Stark,12,98
S3E6,Beric Dondarrion,4,51
S3E6,Black Walder Rivers,5,76
S3E6,Bran Stark,8,71
S3E6,Brienne of Tarth,2,33
S3E6,Brotherhood Man,2,4
S3E6,Brynden Tully,4,35
S3E6,Catelyn Stark,1,16
S3E6,Cersei Lannister,10,161
S3E6,Edmure Tully,10,114
S3E6,Gendry,2,25
S3E6,Gilly,10,55
S3E6,Handmaid,1,7
S3E6,Hodor,1,1
S3E6,Jaime Lannister,7,99
S3E6,Jojen Reed,2,16
S3E6,Jon Snow,9,37
S3E6,Loras Tyrell,4,88
S3E6,Lord Varys,6,95
S3E6,Lothar Frey,4,84
S3E6,Meera Reed,11,114
S3E6,Melisandre,11,115
S3E6,Olenna Tyrell,16,247
S3E6,Orell,2,12
S3E6,Osha,12,120
S3E6,Petyr Baelish,6,225
S3E6,Ramsay Snow,15,291
S3E6,Rickon Stark,2,6
S3E6,Robb Stark,10,168
S3E6,Roose Bolton,10,165
S3E6,Samwell Tarly,11,200
S3E6,Sansa Stark,13,150
S3E6,Shae,5,27
S3E6,Theon Greyjoy,14,72
S3E6,Thoros Of Myr,11,234
S3E6,Tormund Giantsbane,5,65
S3E6,Tyrion Lannister,14,297
S3E6,Tywin Lannister,14,216
S3E6,Ygritte,10,258
S3E7,Anguy,4,18
S3E7,Arya Stark,8,73
S3E7,Barristan Selmy,2,21
S3E7,Beric Dondarrion,9,67
S3E7,Bolton Guard,1,3
S3E7,Bolton Man,1,6
S3E7,Bolton Men,1,40
S3E7,Bran Stark,4,58
S3E7,Brienne of Tarth,8,58
S3E7,Bronn,8,150
S3E7,Brotherhood Men,1,1
S3E7,Brynden Tully,3,43
S3E7,Catelyn Stark,4,30
S3E7,Daenerys Targaryen,14,212
S3E7,Edmure Tully,2,20
S3E7,Gendry,8,57
S3E7,Hodor,1,1
S3E7,Jaime Lannister,34,373
S3E7,Joffrey Baratheon,13,137
S3E7,Jojen Reed,6,60
S3E7,Jon Snow,28,293
S3E7,Jorah Mormont,5,67
S3E7,Locke,8,117
S3E7,Margaery Tyrell,11,229
S3E7,Meera Reed,1,3
S3E7,Melisandre,8,98
S3E7,Missandei,1,59
S3E7,Myranda,12,82
S3E7,Orell,8,179
S3E7,Osha,12,369
S3E7,Qyburn,16,165
S3E7,Ramsay Snow,2,65
S3E7,Razdal Mo Eraz,7,185
S3E7,Robb Stark,14,107
S3E7,Roose Bolton,2,24
S3E7,Sandor Clegane,1,11
S3E7,Sansa Stark,11,123
S3E7,Shae,14,122
S3E7,Steelshanks Walton,6,48
S3E7,Talisa Maegyr,13,86
S3E7,Theon Greyjoy,7,32
S3E7,Thoros Of Myr,3,27
S3E7,Tormund Giantsbane,1,57
S3E7,Tyrion Lannister,21,191
S3E7,Tywin Lannister,14,188
S3E7,Violet,10,94
S3E7,Ygritte,30,287
S3E8,Arya Stark,6,30
S3E8,Barristan Selmy,7,54
S3E8,Cersei Lannister,10,228
S3E8,Daario Naharis,21,242
S3E8,Daenerys Targaryen,37,350
S3E8,Davos Seaworth,12,266
S3E8,Gendry,12,114
S3E8,Gilly,17,90
S3E8,Grey Worm,1,7
S3E8,High Septon,2,47
S3E8,Joffrey Baratheon,8,157
S3E8,Jorah Mormont,6,65
S3E8,Loras Tyrell,1,5
S3E8,Margaery Tyrell,6,48
S3E8,Melisandre,17,372
S3E8,Mero,17,269
S3E8,Missandei,6,54
S3E8,Olenna Tyrell,1,57
S3E8,Prendahl Na Ghezn,7,57
S3E8,Samwell Tarly,17,170
S3E8,Sandor Clegane,7,215
S3E8,Sansa Stark,14,64
S3E8,Shae,1,4
S3E8,Stannis Baratheon,18,278
S3E8,Tyrion Lannister,23,412
S3E8,Tywin Lannister,7,91
S3E9,Arya Stark,12,150
S3E9,Barristan Selmy,2,18
S3E9,Bran Stark,27,318
S3E9,Brynden Tully,5,49
S3E9,Catelyn Stark,16,183
S3E9,Daario Naharis,9,146
S3E9,Daenerys Targaryen,5,40
S3E9,Edmure Tully,3,45
S3E9,Frey Guard,4,37
S3E9,Frey Man,2,11
S3E9,Frey Wedding Guests,3,18
S3E9,Gilly,4,40
S3E9,Grey Worm,1,4
S3E9,Hodor,7,7
S3E9,Hog Farmer,2,34
S3E9,Jojen Reed,16,122
S3E9,Jon Snow,6,50
S3E9,Jorah Mormont,8,126
S3E9,Lothar Frey,1,8
S3E9,Meera Reed,7,42
S3E9,Merry,1,2
S3E9,Old Man,5,28
S3E9,Orell,10,96
S3E9,Osha,16,175
S3E9,Rickon Stark,7,61
S3E9,Robb Stark,19,312
S3E9,Roose Bolton,5,58
S3E9,Roslin Frey,2,33
S3E9,Samwell Tarly,3,104
S3E9,Sandor Clegane,18,165
S3E9,Septon,1,38
S3E9,Stark Man,1,5
S3E9,Talisa Maegyr,9,104
S3E9,Tormund Giantsbane,12,85
S3E9,Walder Frey,11,454
S3E9,Wildling #1,1,4
S3E9,Wildling #2,1,10
S3E9,Ygritte,4,39
S4E1,Alliser Thorne,8,97
S4E1,Arya Stark,16,161
S4E1,Barristan Selmy,3,24
S4E1,Brienne of Tarth,9,114
S4E1,Bronn,12,124
S4E1,Cersei Lannister,23,227
S4E1,Clegane Soldier #1,4,14
S4E1,Clegane Soldier #2,1,2
S4E1,Daario Naharis,9,134
S4E1,Daenerys Targaryen,18,174
S4E1,Dontos Hollard,7,135
S4E1,Ellaria Sand,10,51
S4E1,Grey Worm,1,7
S4E1,Handmaid,1,16
S4E1,Innkeeper,1,5
S4E1,Jaime Lannister,55,517
S4E1,Janos Slynt,7,52
S4E1,Joffrey Baratheon,8,133
S4E1,Jon Snow,14,304
S4E1,Jorah Mormont,2,23
S4E1,Lord Blackmont,3,36
S4E1,Maester Aemon,5,55
S4E1,Marei,1,7
S4E1,Margaery Tyrell,5,46
S4E1,Meryn Trant,2,23
S4E1,Missandei,5,29
S4E1,Morgan,5,67
S4E1,Morgan's Friend,2,11
S4E1,Oberyn Martell,26,431
S4E1,Olenna Tyrell,5,139
S4E1,Olyvar,8,49
S4E1,Podrick Payne,2,33
S4E1,Polliver,14,310
S4E1,Qyburn,4,30
S4E1,Samwell Tarly,2,31
S4E1,Sandor Clegane,25,236
S4E1,Sansa Stark,13,136
S4E1,Ser Endrew Tarth,1,2
S4E1,Shae,17,124
S4E1,Styr,4,118
S4E1,Tormund Giantsbane,7,107
S4E1,Tyrion Lannister,43,557
S4E1,Tywin Lannister,21,225
S4E1,Ygritte,5,41
S4E1,Yunkai Crowd,1,3
S4E10,Alliser Thorne,1,6
S4E10,Arya Stark,25,125
S4E10,Barristan Selmy,1,19
S4E10,Bran Stark,8,33
S4E10,Brienne of Tarth,30,234
S4E10,Cersei Lannister,29,455
S4E10,Daenerys Targaryen,13,149
S4E10,Davos Seaworth,3,38
S4E10,Eddison Tollett,1,6
S4E10,Fennesz,9,222
S4E10,Grand Maester Pycelle,7,117
S4E10,Grey Worm,1,16
S4E10,Hodor,2,4
S4E10,Jaime Lannister,17,147
S4E10,Janos Slynt,1,6
S4E10,Jojen Reed,4,16
S4E10,Jon Snow,28,271
S4E10,Leaf,3,46
S4E10,Lord Varys,1,14
S4E10,Maester Aemon,2,57
S4E10,Mance Rayder,21,483
S4E10,Meera Reed,6,33
S4E10,Meereenese Man,2,38
S4E10,Missandei,5,60
S4E10,Night's Watch Men,1,6
S4E10,Olly,1,6
S4E10,Podrick Payne,7,38
S4E10,Qyburn,7,53
S4E10,Samwell Tarly,1,6
S4E10,Sandor Clegane,13,298
S4E10,Shae,1,3
S4E10,Stannis Baratheon,7,75
S4E10,Stannis Baratheon Soldier #1,1,3
S4E10,Stannis Baratheon Soldier #2,1,4
S4E10,Ternesio Terys,8,49
S4E10,Three-Eyed Raven,5,77
S4E10,Tormund Giantsbane,10,99
S4E10,Tyrion Lannister,16,101
S4E10,Tywin Lannister,21,307
S4E10,Wildling,1,2
S4E2,Axell Florent,3,13
S4E2,Bolton Guard,1,12
S4E2,Bolton Woman,1,4
S4E2,Bran Stark,6,28
S4E2,Brienne of Tarth,9,79
S4E2,Bronn,10,151
S4E2,Cersei Lannister,24,295
S4E2,Davos Seaworth,4,47
S4E2,Dontos Hollard,2,13
S4E2,Ellaria Sand,2,15
S4E2,Grand Maester Pycelle,7,61
S4E2,High Septon,1,34
S4E2,Hodor,1,1
S4E2,Jaime Lannister,18,203
S4E2,Joffrey Baratheon,22,330
S4E2,Jojen Reed,1,61
S4E2,King Balon Greyjoy Dwarf,5,21
S4E2,King Joffrey Baratheon Dwarf,4,18
S4E2,King Renly Baratheon Dwarf,3,14
S4E2,King Robb Stark Dwarf,5,26
S4E2,King Stannis Baratheon Dwarf,3,8
S4E2,Locke,4,30
S4E2,Loras Tyrell,5,18
S4E2,Lord Varys,5,121
S4E2,Mace Tyrell,2,39
S4E2,Maid,1,2
S4E2,Margaery Tyrell,8,99
S4E2,Meera Reed,3,38
S4E2,Melisandre,14,189
S4E2,Musician,1,18
S4E2,Myranda,7,33
S4E2,Oberyn Martell,8,150
S4E2,Olenna Tyrell,9,242
S4E2,Podrick Payne,3,11
S4E2,Ramsay Snow,28,305
S4E2,Roose Bolton,16,230
S4E2,Sansa Stark,2,9
S4E2,Selyse Baratheon,12,169
S4E2,Shae,12,89
S4E2,Shireen Baratheon,8,44
S4E2,Stannis Baratheon,9,57
S4E2,Tansy,3,14
S4E2,Theon Greyjoy,6,31
S4E2,Three-Eyed Raven,2,7
S4E2,Tyrion Lannister,43,566
S4E2,Tywin Lannister,13,127
S4E2,Walda Frey,1,1
S4E2,Wedding Guest,1,6
S4E2,Wedding Guest #1,1,1
S4E2,Wedding Guest #2,1,1
S4E2,Wedding Guest #3,1,2
S4E2,Wedding Guest #4,1,1
S4E3,Alliser Thorne,7,83
S4E3,Arya Stark,17,129
S4E3,Barristan Selmy,3,24
S4E3,Cersei Lannister,12,143
S4E3,Daario Naharis,3,59
S4E3,Daenerys Targaryen,11,196
S4E3,Davos Seaworth,21,320
S4E3,Dontos Hollard,6,44
S4E3,Eddison Tollett,3,24
S4E3,Ellaria Sand,5,39
S4E3,Farm Man,1,2
S4E3,Farmer Hamlet,11,377
S4E3,Gilly,22,118
S4E3,Grenn,4,30
S4E3,Grey Worm,1,11
S4E3,Guymon,2,23
S4E3,High Septon,1,6
S4E3,Jaime Lannister,10,69
S4E3,Janos Slynt,2,17
S4E3,Jon Snow,5,145
S4E3,Jorah Mormont,3,51
S4E3,Maester Aemon,1,35
S4E3,Margaery Tyrell,5,63
S4E3,Missandei,2,36
S4E3,Mole's Town Madam,3,20
S4E3,Mole's Town Whore,6,24
S4E3,Night's Watch Men,2,3
S4E3,Night's Watchman,1,12
S4E3,Oberyn Martell,29,341
S4E3,Olenna Tyrell,5,177
S4E3,Olly,3,9
S4E3,Olly's Mother,1,3
S4E3,Olyvar,5,36
S4E3,Othell Yarwyck,2,36
S4E3,Oznak Zo Pahl,1,57
S4E3,Petyr Baelish,10,211
S4E3,Podrick Payne,24,212
S4E3,Pypar,3,19
S4E3,Samwell Tarly,23,230
S4E3,Sandor Clegane,23,225
S4E3,Sansa Stark,7,31
S4E3,Shireen Baratheon,11,99
S4E3,Stannis Baratheon,10,124
S4E3,Styr,2,45
S4E3,Tommen Baratheon,13,40
S4E3,Tyrion Lannister,25,435
S4E3,Tywin Lannister,36,706
S4E4,Alliser Thorne,6,109
S4E4,Barristan Selmy,1,27
S4E4,Bran Stark,9,59
S4E4,Brienne of Tarth,7,58
S4E4,Bronn,7,169
S4E4,Cersei Lannister,10,173
S4E4,Craster's Wife #1,1,4
S4E4,Craster's Wife #2,1,6
S4E4,Craster's Wives,2,45
S4E4,Daenerys Targaryen,5,36
S4E4,Elder Meereen Slave,4,38
S4E4,Great Master #1,1,1
S4E4,Grenn,1,15
S4E4,Grey Worm,15,124
S4E4,Hodor,3,9
S4E4,Jaime Lannister,38,427
S4E4,Janos Slynt,2,55
S4E4,Jojen Reed,2,4
S4E4,Jon Snow,17,361
S4E4,Jorah Mormont,1,2
S4E4,Karl Tanner,14,362
S4E4,Locke,7,109
S4E4,Margaery Tyrell,15,173
S4E4,Meera Reed,13,83
S4E4,Meereenese Slaves,1,9
S4E4,Missandei,8,83
S4E4,Mossador,3,23
S4E4,Olenna Tyrell,6,284
S4E4,Olly,2,13
S4E4,Petyr Baelish,11,216
S4E4,Podrick Payne,2,17
S4E4,Rast,6,41
S4E4,Samwell Tarly,7,96
S4E4,Sansa Stark,11,104
S4E4,Sissy,3,15
S4E4,Tommen Baratheon,8,86
S4E4,Tyrion Lannister,13,182
S4E4,Valyrian Slave,2,19
S4E5,Arya Stark,17,115
S4E5,Barristan Selmy,5,61
S4E5,Bran Stark,17,86
S4E5,Brienne of Tarth,16,190
S4E5,Cersei Lannister,44,502
S4E5,Daario Naharis,3,14
S4E5,Daenerys Targaryen,10,120
S4E5,Donnel Waynwood,3,12
S4E5,Eddison Tollett,4,14
S4E5,Grand Maester Pycelle,2,6
S4E5,Grenn,6,41
S4E5,High Septon,1,91
S4E5,Hodor,8,22
S4E5,Jaime Lannister,1,4
S4E5,Jojen Reed,15,140
S4E5,Jon Snow,8,84
S4E5,Jorah Mormont,8,160
S4E5,Karl Tanner,8,181
S4E5,King's Landing Crowd,1,4
S4E5,King's Landing Man #1,1,2
S4E5,King's Landing Man #2,1,2
S4E5,Locke,10,115
S4E5,Lord Varys,2,6
S4E5,Lysa Arryn,33,659
S4E5,Mace Tyrell,2,6
S4E5,Margaery Tyrell,12,118
S4E5,Meera Reed,4,17
S4E5,Morag,2,33
S4E5,Night's Watch Man,2,4
S4E5,Night's Watch Man #1,2,23
S4E5,Night's Watch Man #2,1,8
S4E5,Oberyn Martell,16,124
S4E5,Petyr Baelish,13,218
S4E5,Podrick Payne,16,138
S4E5,Rast,2,11
S4E5,Robin Arryn,5,47
S4E5,Sandor Clegane,17,206
S4E5,Sansa Stark,28,221
S4E5,Tywin Lannister,18,281
S4E5,Vale Knight #1,1,2
S4E5,Vale Knight #2,1,2
S4E6,Bathhouse Prostitute,1,5
S4E6,Bolton Guard,2,13
S4E6,Bolton Man,2,4
S4E6,Cersei Lannister,8,142
S4E6,Daenerys Targaryen,14,160
S4E6,Davos Seaworth,18,313
S4E6,First Mate,2,10
S4E6,Grand Maester Pycelle,8,125
S4E6,Hizdahr zo Loraq,9,222
S4E6,Ironborn in Skiff,1,3
S4E6,Jaime Lannister,15,222
S4E6,King's Landing Guard,1,3
S4E6,King's Landing Man,1,1
S4E6,Lhara,2,8
S4E6,Lord Varys,25,324
S4E6,Mace Tyrell,5,81
S4E6,Manservant,1,11
S4E6,Meryn Trant,1,85
S4E6,Missandei,5,95
S4E6,Myranda,2,3
S4E6,Oberyn Martell,19,260
S4E6,Ramsay Snow,8,128
S4E6,Salladhor Saan,7,202
S4E6,Shae,12,272
S4E6,Stannis Baratheon,7,42
S4E6,Theon Greyjoy,11,73
S4E6,Tommen Baratheon,1,77
S4E6,Tycho Nestoris,16,258
S4E6,Tyrion Lannister,22,300
S4E6,Tywin Lannister,45,475
S4E6,Yara Greyjoy,14,207
S4E7,Alliser Thorne,12,185
S4E7,Arya Stark,12,127
S4E7,Brienne of Tarth,20,191
S4E7,Bronn,20,305
S4E7,Cersei Lannister,2,23
S4E7,Daario Naharis,9,144
S4E7,Daenerys Targaryen,23,312
S4E7,Dying Man,1,42
S4E7,Gregor Clegane,1,4
S4E7,Grenn,1,8
S4E7,Hot Pie,14,342
S4E7,Jaime Lannister,10,114
S4E7,Janos Slynt,1,17
S4E7,Jon Snow,10,80
S4E7,Jorah Mormont,14,181
S4E7,King's Landing Guard #1,1,4
S4E7,King's Landing Guard #2,1,4
S4E7,King's Landing Prisoner,1,4
S4E7,Lysa Arryn,9,171
S4E7,Melisandre,11,275
S4E7,Night's Watch Man #1,1,2
S4E7,Night's Watch Man #2,1,4
S4E7,Night's Watch Man #3,1,6
S4E7,Night's Watch Man #4,1,3
S4E7,Oberyn Martell,10,407
S4E7,Old Man,8,63
S4E7,Othell Yarwyck,2,2
S4E7,Petyr Baelish,11,157
S4E7,Podrick Payne,11,98
S4E7,Robin Arryn,14,179
S4E7,Rorge,3,30
S4E7,Samwell Tarly,1,3
S4E7,Sandor Clegane,15,260
S4E7,Sansa Stark,27,197
S4E7,Selyse Baratheon,9,115
S4E7,Tyrion Lannister,38,600
S4E8,Adrack Humble,1,14
S4E8,Anya Waynwood,13,165
S4E8,Arya Stark,11,122
S4E8,Barristan Selmy,7,41
S4E8,Black Jack Bulwer,1,7
S4E8,Daenerys Targaryen,24,281
S4E8,Donnel Waynwood,2,17
S4E8,Eddison Tollett,6,94
S4E8,Ellaria Sand,3,20
S4E8,Gilly,5,18
S4E8,Grand Maester Pycelle,1,46
S4E8,Gregor Clegane,2,21
S4E8,Grenn,5,54
S4E8,Grey Worm,9,102
S4E8,Ironborn Guard,1,5
S4E8,Ironborn Soldiers,1,6
S4E8,Jaime Lannister,15,96
S4E8,Jon Snow,3,29
S4E8,Jorah Mormont,21,136
S4E8,Kegs,1,4
S4E8,Little Bird,1,2
S4E8,Missandei,16,85
S4E8,Mole's Town Whore,6,112
S4E8,Night's Watch Man,1,3
S4E8,Oberyn Martell,9,199
S4E8,Petyr Baelish,24,430
S4E8,Pypar,2,42
S4E8,Ralf Kenning,9,94
S4E8,Ramsay Snow,15,204
S4E8,Robin Arryn,2,28
S4E8,Roose Bolton,4,91
S4E8,Samwell Tarly,5,36
S4E8,Sandor Clegane,11,107
S4E8,Sansa Stark,12,424
S4E8,Theon Greyjoy,15,193
S4E8,Tyrion Lannister,20,655
S4E8,Tywin Lannister,1,29
S4E8,Vance Corbray,1,8
S4E8,Yohn Royce,16,226
S4E9,Alliser Thorne,15,248
S4E9,Cooper,2,62
S4E9,Donnel Hill,5,74
S4E9,Eddison Tollett,6,56
S4E9,Gilly,12,129
S4E9,Grenn,11,169
S4E9,Janos Slynt,9,69
S4E9,Jon Snow,42,463
S4E9,Maester Aemon,10,346
S4E9,Night's Watch Man #1,2,6
S4E9,Night's Watch Man #10,1,3
S4E9,Night's Watch Man #11,1,2
S4E9,Night's Watch Man #12,1,4
S4E9,Night's Watch Man #13,1,3
S4E9,Night's Watch Man #14,1,2
S4E9,Night's Watch Man #15,1,3
S4E9,Night's Watch Man #2,2,7
S4E9,Night's Watch Man #3,2,15
S4E9,Night's Watch Man #4,1,1
S4E9,Night's Watch Man #5,1,1
S4E9,Night's Watch Man #6,1,7
S4E9,Night's Watch Man #7,1,5
S4E9,Night's Watch Man #8,1,4
S4E9,Night's Watch Man #9,1,4
S4E9,Night's Watch Men,5,8
S4E9,Pypar,12,104
S4E9,Samwell Tarly,60,688
S4E9,Styr,6,56
S4E9,Thenn Warg,1,2
S4E9,Tormund Giantsbane,9,93
S4E9,Wildlings,1,7
S4E9,Ygritte,13,232
S5E1,Alliser Thorne,1,14
S5E1,Barristan Selmy,4,35
S5E1,Brienne of Tarth,6,113
S5E1,Cersei Lannister,16,223
S5E1,Daario Naharis,7,239
S5E1,Daenerys Targaryen,22,259
S5E1,Davos Seaworth,4,50
S5E1,Gilly,5,28
S5E1,Grand Maester Pycelle,1,13
S5E1,Grey Worm,4,18
S5E1,High Septon,2,33
S5E1,Hizdahr zo Loraq,9,150
S5E1,Jaime Lannister,3,68
S5E1,Jon Snow,28,337
S5E1,Kevan Lannister,3,37
S5E1,Lancel Lannister,7,83
S5E1,Loras Tyrell,11,159
S5E1,Lord Varys,21,389
S5E1,Maggy,10,93
S5E1,Mance Rayder,13,233
S5E1,Margaery Tyrell,10,55
S5E1,Melara Hetherspoon,7,35
S5E1,Melisandre,4,94
S5E1,Missandei,3,51
S5E1,Mossador,2,13
S5E1,Olly,1,3
S5E1,Olyvar,6,49
S5E1,Petyr Baelish,10,112
S5E1,Podrick Payne,6,53
S5E1,Royce Squire,1,2
S5E1,Samwell Tarly,5,80
S5E1,Sansa Stark,6,60
S5E1,Stannis Baratheon,11,177
S5E1,Strong Sam Stone,2,14
S5E1,Tyrion Lannister,21,246
S5E1,Vala,2,8
S5E1,White Rat,1,5
S5E1,Yohn Royce,6,59
S5E1,Young Cersei Lannister,13,103
S5E10,Alliser Thorne,3,25
S5E10,Arya Stark,5,93
S5E10,Bolton Soldier,1,3
